Profit,Segment,Category
$37.22,Consumer,Office Supplies
$19.79,Consumer,Office Supplies
$294.55,Corporate,Office Supplies
$27.79,Home Office,Office Supplies
$3.29,Home Office,Office Supplies
$3.02,Consumer,Office Supplies
$40.87,Home Office,Office Supplies
$9.18,Home Office,Office Supplies
$124.49,Consumer,Office Supplies
$4.11,Corporate,Office Supplies
$108.80,Consumer,Office Supplies
$5.59,Consumer,Office Supplies
$2.80,Consumer,Office Supplies
$14.92,Consumer,Office Supplies
$8.92,Corporate,Office Supplies
$5.13,Corporate,Office Supplies
$30.90,Consumer,Office Supplies
$29.37,Consumer,Office Supplies
$5.12,Consumer,Office Supplies
$4.27,Consumer,Office Supplies
$17.64,Consumer,Office Supplies
$1.33,Consumer,Office Supplies
$3.50,Consumer,Office Supplies
$314.27,Corporate,Office Supplies
$8.87,Corporate,Office Supplies
$78.44,Consumer,Office Supplies
$17.34,Consumer,Office Supplies
$4.33,Consumer,Office Supplies
$6.16,Consumer,Office Supplies
$4.54,Consumer,Office Supplies
$1.03,Consumer,Office Supplies
$9.31,Consumer,Office Supplies
$14.98,Consumer,Office Supplies
$4.66,Corporate,Office Supplies
$18.34,Consumer,Office Supplies
$2.85,Consumer,Office Supplies
$4.48,Consumer,Office Supplies
$7.38,Corporate,Office Supplies
$16.82,Corporate,Office Supplies
$9.07,Consumer,Office Supplies
$18.87,Home Office,Office Supplies
$32.67,Home Office,Office Supplies
$1.12,Consumer,Office Supplies
$0.84,Consumer,Office Supplies
$1.68,Corporate,Office Supplies
$12.80,Consumer,Office Supplies
$60.50,Consumer,Office Supplies
$20.45,Consumer,Office Supplies
$7.71,Corporate,Office Supplies
$1.31,Corporate,Office Supplies
$184.00,Consumer,Office Supplies
$21.02,Consumer,Office Supplies
$206.62,Corporate,Office Supplies
$4.87,Consumer,Office Supplies
$3.98,Consumer,Office Supplies
$9.22,Consumer,Office Supplies
$6.40,Consumer,Office Supplies
$7.80,Consumer,Office Supplies
$17.62,Corporate,Office Supplies
$134.93,Consumer,Office Supplies
$11.45,Consumer,Office Supplies
$5.05,Consumer,Office Supplies
$37.11,Corporate,Office Supplies
$5.84,Consumer,Office Supplies
$15.61,Corporate,Office Supplies
$17.19,Corporate,Office Supplies
$11.45,Corporate,Office Supplies
$8.38,Consumer,Office Supplies
$3.25,Consumer,Office Supplies
$22.57,Consumer,Office Supplies
$6.92,Home Office,Office Supplies
$4.54,Corporate,Office Supplies
$4.61,Corporate,Office Supplies
$26.39,Consumer,Office Supplies
$4.35,Home Office,Office Supplies
$2.24,Consumer,Office Supplies
$47.00,Home Office,Office Supplies
$8.31,Consumer,Office Supplies
$12.85,Consumer,Office Supplies
$8.95,Consumer,Office Supplies
$2.06,Corporate,Office Supplies
$3.81,Home Office,Office Supplies
$10.06,Corporate,Office Supplies
$1.37,Consumer,Office Supplies
$11.23,Consumer,Office Supplies
"$1,453.12",Consumer,Office Supplies
$45.84,Corporate,Office Supplies
$3.28,Consumer,Office Supplies
$2.32,Consumer,Office Supplies
$1.39,Consumer,Office Supplies
$100.14,Home Office,Office Supplies
$3.76,Corporate,Office Supplies
$33.93,Corporate,Office Supplies
$5.78,Consumer,Office Supplies
$4.22,Consumer,Office Supplies
$9.36,Consumer,Office Supplies
$1.60,Consumer,Office Supplies
$4.49,Consumer,Office Supplies
$11.70,Corporate,Office Supplies
$8.77,Corporate,Office Supplies
$4.53,Corporate,Office Supplies
$4.28,Home Office,Office Supplies
$13.73,Consumer,Office Supplies
$5.58,Consumer,Office Supplies
$52.78,Home Office,Office Supplies
$1.97,Consumer,Office Supplies
$3.27,Consumer,Office Supplies
$2.25,Corporate,Office Supplies
$5.39,Corporate,Office Supplies
$6.03,Corporate,Office Supplies
$381.30,Consumer,Office Supplies
$13.35,Consumer,Office Supplies
$13.04,Consumer,Office Supplies
$4.18,Consumer,Office Supplies
$3.16,Corporate,Office Supplies
$22.57,Corporate,Office Supplies
$2.63,Corporate,Office Supplies
$5.72,Corporate,Office Supplies
$101.58,Consumer,Office Supplies
$39.52,Consumer,Office Supplies
$7.23,Consumer,Office Supplies
$6.50,Corporate,Office Supplies
$10.94,Corporate,Office Supplies
$7.38,Consumer,Office Supplies
$8.86,Consumer,Office Supplies
$5.33,Home Office,Office Supplies
$3.67,Consumer,Office Supplies
$152.50,Consumer,Office Supplies
$152.50,Consumer,Office Supplies
$50.41,Consumer,Office Supplies
$67.86,Home Office,Office Supplies
$2.25,Corporate,Office Supplies
$0.99,Consumer,Office Supplies
$29.70,Consumer,Office Supplies
$42.05,Home Office,Office Supplies
$6.58,Home Office,Office Supplies
$2.81,Corporate,Office Supplies
$11.75,Corporate,Office Supplies
$8.23,Consumer,Office Supplies
$27.74,Consumer,Office Supplies
$15.80,Consumer,Office Supplies
$3.02,Consumer,Office Supplies
$33.93,Home Office,Office Supplies
$302.37,Consumer,Office Supplies
$4.91,Corporate,Office Supplies
$2.25,Corporate,Office Supplies
$24.50,Consumer,Office Supplies
$41.12,Consumer,Office Supplies
$1.81,Consumer,Office Supplies
$4.52,Consumer,Office Supplies
$4.70,Corporate,Office Supplies
$3.95,Consumer,Office Supplies
$2.88,Consumer,Office Supplies
$3.93,Consumer,Office Supplies
$2.15,Home Office,Office Supplies
$4.62,Consumer,Office Supplies
$884.06,Consumer,Office Supplies
$51.82,Corporate,Office Supplies
$1.27,Corporate,Office Supplies
$3.82,Consumer,Office Supplies
$6.03,Corporate,Office Supplies
$17.35,Corporate,Office Supplies
$2.80,Home Office,Office Supplies
$1.31,Home Office,Office Supplies
$4.75,Corporate,Office Supplies
$27.50,Consumer,Office Supplies
$4.13,Consumer,Office Supplies
$19.42,Consumer,Office Supplies
$22.57,Corporate,Office Supplies
$7.55,Home Office,Office Supplies
$13.73,Consumer,Office Supplies
$6.55,Consumer,Office Supplies
$1.66,Home Office,Office Supplies
$13.96,Consumer,Office Supplies
$14.14,Home Office,Office Supplies
$9.64,Consumer,Office Supplies
$23.77,Corporate,Office Supplies
$31.37,Consumer,Office Supplies
$89.95,Consumer,Office Supplies
$5.51,Consumer,Office Supplies
$2.56,Consumer,Office Supplies
$33.64,Corporate,Office Supplies
$23.71,Consumer,Office Supplies
$26.58,Corporate,Office Supplies
$22.90,Corporate,Office Supplies
$6.89,Corporate,Office Supplies
$46.23,Home Office,Office Supplies
$20.72,Corporate,Office Supplies
$11.56,Corporate,Office Supplies
$4.68,Home Office,Office Supplies
$153.12,Home Office,Office Supplies
$7.38,Consumer,Office Supplies
$17.96,Consumer,Office Supplies
$4.10,Consumer,Office Supplies
$2.80,Corporate,Office Supplies
$17.34,Corporate,Office Supplies
$27.32,Consumer,Office Supplies
$5.14,Consumer,Office Supplies
$24.50,Corporate,Office Supplies
$4.46,Home Office,Office Supplies
$11.46,Consumer,Office Supplies
$6.58,Home Office,Office Supplies
$7.73,Corporate,Office Supplies
$6.91,Consumer,Office Supplies
$3.62,Corporate,Office Supplies
$252.59,Consumer,Office Supplies
$46.32,Corporate,Office Supplies
$3.35,Corporate,Office Supplies
$38.03,Consumer,Office Supplies
$36.92,Home Office,Office Supplies
$5.89,Consumer,Office Supplies
$2.23,Consumer,Office Supplies
$2.73,Consumer,Office Supplies
$9.04,Consumer,Office Supplies
$88.39,Corporate,Office Supplies
$15.81,Corporate,Office Supplies
$1.56,Home Office,Office Supplies
$7.63,Consumer,Office Supplies
$4.66,Corporate,Office Supplies
$5.43,Home Office,Office Supplies
$6.69,Consumer,Office Supplies
$7.82,Corporate,Office Supplies
$2.15,Home Office,Office Supplies
$46.18,Consumer,Office Supplies
$4.18,Home Office,Office Supplies
$13.47,Home Office,Office Supplies
$7.23,Home Office,Office Supplies
$2.17,Home Office,Office Supplies
$40.37,Consumer,Office Supplies
$19.97,Consumer,Office Supplies
$9.53,Consumer,Office Supplies
$8.41,Corporate,Office Supplies
$33.93,Corporate,Office Supplies
$4.34,Consumer,Office Supplies
$13.43,Consumer,Office Supplies
$6.47,Corporate,Office Supplies
$5.02,Consumer,Office Supplies
$7.56,Home Office,Office Supplies
$18.53,Corporate,Office Supplies
$14.77,Corporate,Office Supplies
$68.85,Corporate,Office Supplies
$4.41,Consumer,Office Supplies
$0.84,Consumer,Office Supplies
$15.61,Consumer,Office Supplies
$21.87,Consumer,Office Supplies
$17.35,Consumer,Office Supplies
$30.28,Consumer,Office Supplies
$17.77,Consumer,Office Supplies
$5.54,Corporate,Office Supplies
$314.27,Corporate,Office Supplies
$1.65,Corporate,Office Supplies
$11.03,Consumer,Office Supplies
$17.55,Home Office,Office Supplies
$3.12,Corporate,Office Supplies
$25.18,Home Office,Office Supplies
$9.43,Corporate,Office Supplies
$4.65,Home Office,Office Supplies
$1.12,Corporate,Office Supplies
$7.02,Corporate,Office Supplies
$3.01,Consumer,Office Supplies
$682.52,Consumer,Office Supplies
$13.87,Consumer,Office Supplies
$20.15,Consumer,Office Supplies
$6.25,Consumer,Office Supplies
$15.09,Consumer,Office Supplies
$26.66,Consumer,Office Supplies
$81.74,Corporate,Office Supplies
$40.37,Consumer,Office Supplies
$5.01,Home Office,Office Supplies
$5.89,Consumer,Office Supplies
$2.21,Corporate,Office Supplies
$7.23,Corporate,Office Supplies
$22.95,Corporate,Office Supplies
$16.34,Consumer,Office Supplies
$4.52,Corporate,Office Supplies
$6.48,Corporate,Office Supplies
$6.42,Consumer,Office Supplies
$5.55,Consumer,Office Supplies
$3.28,Corporate,Office Supplies
$9.31,Corporate,Office Supplies
$29.01,Home Office,Office Supplies
$9.70,Consumer,Office Supplies
$6.37,Consumer,Office Supplies
$77.71,Consumer,Office Supplies
$11.56,Home Office,Office Supplies
$23.50,Home Office,Office Supplies
$20.13,Corporate,Office Supplies
$124.49,Consumer,Office Supplies
$18.53,Corporate,Office Supplies
$0.50,Consumer,Office Supplies
$20.85,Consumer,Office Supplies
$62.75,Consumer,Office Supplies
$8.86,Consumer,Office Supplies
$9.83,Home Office,Office Supplies
$31.09,Consumer,Office Supplies
$6.56,Corporate,Office Supplies
$2.35,Consumer,Office Supplies
$22.74,Home Office,Office Supplies
$8.21,Corporate,Office Supplies
$18.68,Consumer,Office Supplies
$11.14,Consumer,Office Supplies
$7.59,Corporate,Office Supplies
$1.39,Consumer,Office Supplies
$9.86,Consumer,Office Supplies
$42.46,Consumer,Office Supplies
$4.33,Corporate,Office Supplies
$1.55,Home Office,Office Supplies
$294.55,Corporate,Office Supplies
$7.07,Corporate,Office Supplies
$3.98,Corporate,Office Supplies
$4.64,Consumer,Office Supplies
$8.12,Corporate,Office Supplies
$206.62,Home Office,Office Supplies
$64.20,Consumer,Office Supplies
$3.94,Consumer,Office Supplies
$6.46,Home Office,Office Supplies
$2.73,Consumer,Office Supplies
$5.12,Consumer,Office Supplies
$9.28,Consumer,Office Supplies
$12.96,Consumer,Office Supplies
$7.00,Consumer,Office Supplies
$28.90,Home Office,Office Supplies
$16.34,Consumer,Office Supplies
$9.26,Corporate,Office Supplies
$33.86,Corporate,Office Supplies
$3.16,Consumer,Office Supplies
$14.14,Corporate,Office Supplies
$12.27,Corporate,Office Supplies
$49.92,Consumer,Office Supplies
$17.62,Consumer,Office Supplies
$99.30,Corporate,Office Supplies
$2.81,Consumer,Office Supplies
$68.12,Consumer,Office Supplies
$11.19,Consumer,Office Supplies
$39.87,Consumer,Office Supplies
$2.13,Consumer,Office Supplies
$30.19,Consumer,Office Supplies
$11.71,Corporate,Office Supplies
$3.09,Corporate,Office Supplies
$8.39,Corporate,Office Supplies
$1.45,Consumer,Office Supplies
$13.90,Home Office,Office Supplies
$17.62,Corporate,Office Supplies
$7.43,Home Office,Office Supplies
$4.87,Corporate,Office Supplies
$77.37,Corporate,Office Supplies
$12.97,Consumer,Office Supplies
$41.12,Consumer,Office Supplies
$4.18,Consumer,Office Supplies
$31.47,Corporate,Office Supplies
$4.13,Corporate,Office Supplies
$38.68,Home Office,Office Supplies
$6.04,Corporate,Office Supplies
$1.51,Corporate,Office Supplies
$2.56,Corporate,Office Supplies
$9.31,Corporate,Office Supplies
$10.06,Corporate,Office Supplies
"$1,906.49",Corporate,Office Supplies
$2.24,Corporate,Office Supplies
$33.64,Corporate,Office Supplies
$4.18,Consumer,Office Supplies
$11.67,Consumer,Office Supplies
$19.19,Home Office,Office Supplies
$5.19,Home Office,Office Supplies
$22.16,Consumer,Office Supplies
$89.95,Corporate,Office Supplies
$6.56,Consumer,Office Supplies
$7.82,Corporate,Office Supplies
$3.46,Consumer,Office Supplies
($13.84),Consumer,Office Supplies
($2.80),Consumer,Office Supplies
($2.65),Consumer,Office Supplies
($22.45),Consumer,Office Supplies
($6.53),Corporate,Office Supplies
($1.93),Consumer,Office Supplies
($10.58),Consumer,Office Supplies
($46.23),Corporate,Office Supplies
($4.18),Consumer,Office Supplies
($34.38),Consumer,Office Supplies
($10.05),Consumer,Office Supplies
($58.86),Consumer,Office Supplies
($10.42),Consumer,Office Supplies
($7.48),Corporate,Office Supplies
($1.31),Consumer,Office Supplies
($1.93),Consumer,Office Supplies
($9.50),Home Office,Office Supplies
($46.88),Consumer,Office Supplies
($5.24),Home Office,Office Supplies
($20.45),Consumer,Office Supplies
($3.06),Consumer,Office Supplies
($17.94),Home Office,Office Supplies
($46.59),Home Office,Office Supplies
($100.92),Home Office,Office Supplies
($2.61),Home Office,Office Supplies
($14.33),Corporate,Office Supplies
($11.96),Consumer,Office Supplies
($1.68),Consumer,Office Supplies
($21.89),Consumer,Office Supplies
($4.02),Consumer,Office Supplies
($2.66),Consumer,Office Supplies
($4.07),Consumer,Office Supplies
($8.66),Consumer,Office Supplies
($22.62),Home Office,Office Supplies
($2.03),Corporate,Office Supplies
($4.97),Home Office,Office Supplies
($23.95),Corporate,Office Supplies
($45.93),Consumer,Office Supplies
($8.13),Corporate,Office Supplies
($9.76),Home Office,Office Supplies
($13.47),Consumer,Office Supplies
($46.54),Consumer,Office Supplies
($7.84),Corporate,Office Supplies
($10.38),Home Office,Office Supplies
($7.91),Consumer,Office Supplies
($2.00),Consumer,Office Supplies
($8.98),Corporate,Office Supplies
($7.46),Consumer,Office Supplies
($6.49),Consumer,Office Supplies
($53.74),Home Office,Office Supplies
($304.39),Consumer,Office Supplies
($12.35),Consumer,Office Supplies
($1.48),Consumer,Office Supplies
($7.58),Consumer,Office Supplies
($12.29),Corporate,Office Supplies
($3.46),Consumer,Office Supplies
($1.40),Corporate,Office Supplies
($3.56),Consumer,Office Supplies
($5.22),Consumer,Office Supplies
($6.03),Consumer,Office Supplies
($13.39),Consumer,Office Supplies
($4.57),Corporate,Office Supplies
($2.29),Corporate,Office Supplies
($16.68),Corporate,Office Supplies
($116.84),Corporate,Office Supplies
($5.53),Consumer,Office Supplies
($4.76),Home Office,Office Supplies
($4.49),Consumer,Office Supplies
($2.52),Consumer,Office Supplies
($2.61),Corporate,Office Supplies
($17.94),Corporate,Office Supplies
($6.38),Home Office,Office Supplies
($4.59),Home Office,Office Supplies
($3.55),Home Office,Office Supplies
($169.37),Corporate,Office Supplies
($3.69),Consumer,Office Supplies
($5.53),Consumer,Office Supplies
($31.67),Consumer,Office Supplies
($29.94),Consumer,Office Supplies
($13.36),Consumer,Office Supplies
($3.63),Corporate,Office Supplies
($48.12),Corporate,Office Supplies
($331.96),Home Office,Office Supplies
($336.78),Consumer,Office Supplies
($2.16),Corporate,Office Supplies
($21.61),Corporate,Office Supplies
($1.97),Consumer,Office Supplies
($33.48),Home Office,Office Supplies
($0.86),Corporate,Office Supplies
($8.98),Consumer,Office Supplies
($6.03),Consumer,Office Supplies
($5.70),Corporate,Office Supplies
($62.88),Corporate,Office Supplies
($3.14),Corporate,Office Supplies
($2.25),Consumer,Office Supplies
($4.02),Corporate,Office Supplies
($3.73),Corporate,Office Supplies
($26.73),Consumer,Office Supplies
($6.00),Consumer,Office Supplies
($6.92),Home Office,Office Supplies
($2.59),Consumer,Office Supplies
($44.15),Corporate,Office Supplies
($7.61),Corporate,Office Supplies
($9.82),Corporate,Office Supplies
($1.48),Consumer,Office Supplies
($5.18),Consumer,Office Supplies
($2.62),Home Office,Office Supplies
($6.87),Corporate,Office Supplies
($1.31),Corporate,Office Supplies
($3.09),Corporate,Office Supplies
($42.80),Consumer,Office Supplies
($26.96),Consumer,Office Supplies
($8.61),Consumer,Office Supplies
($12.92),Corporate,Office Supplies
"($1,031.54)",Corporate,Office Supplies
($25.74),Corporate,Office Supplies
($2.53),Home Office,Office Supplies
($7.68),Home Office,Office Supplies
($3.49),Consumer,Office Supplies
($0.91),Consumer,Office Supplies
($5.78),Consumer,Office Supplies
($50.30),Consumer,Office Supplies
($4.49),Consumer,Office Supplies
($1.31),Consumer,Office Supplies
($8.60),Consumer,Office Supplies
($11.94),Corporate,Office Supplies
($4.43),Corporate,Office Supplies
($11.42),Home Office,Office Supplies
($16.19),Corporate,Office Supplies
($26.62),Consumer,Office Supplies
($2.76),Home Office,Office Supplies
($26.73),Home Office,Office Supplies
($3.55),Home Office,Office Supplies
($100.92),Consumer,Office Supplies
($3.00),Consumer,Office Supplies
($12.22),Consumer,Office Supplies
($3.92),Corporate,Office Supplies
($10.12),Consumer,Office Supplies
($21.08),Home Office,Office Supplies
($13.39),Corporate,Office Supplies
($3.79),Home Office,Office Supplies
($25.82),Consumer,Office Supplies
($115.72),Corporate,Office Supplies
($1.83),Consumer,Office Supplies
($12.43),Corporate,Office Supplies
($62.88),Corporate,Office Supplies
($5.71),Consumer,Office Supplies
($145.35),Home Office,Office Supplies
($20.89),Home Office,Office Supplies
($15.08),Corporate,Office Supplies
($11.96),Corporate,Office Supplies
($1.90),Corporate,Office Supplies
($4.75),Consumer,Office Supplies
($12.90),Consumer,Office Supplies
($13.85),Consumer,Office Supplies
($13.63),Home Office,Office Supplies
($3.43),Home Office,Office Supplies
($35.93),Corporate,Office Supplies
($3.17),Consumer,Office Supplies
($0.79),Consumer,Office Supplies
($2.63),Consumer,Office Supplies
($3.52),Consumer,Office Supplies
($4.60),Consumer,Office Supplies
($3.35),Consumer,Office Supplies
($28.63),Home Office,Office Supplies
($1.44),Corporate,Office Supplies
($20.45),Home Office,Office Supplies
($14.09),Corporate,Office Supplies
($12.53),Corporate,Office Supplies
($21.16),Corporate,Office Supplies
($25.59),Corporate,Office Supplies
($48.39),Corporate,Office Supplies
($59.06),Corporate,Office Supplies
($1.35),Consumer,Office Supplies
($7.11),Consumer,Office Supplies
($8.24),Consumer,Office Supplies
($5.86),Consumer,Office Supplies
($39.46),Consumer,Office Supplies
($25.06),Consumer,Office Supplies
($13.31),Consumer,Office Supplies
($6.12),Consumer,Office Supplies
($3.33),Home Office,Office Supplies
($6.10),Home Office,Office Supplies
($27.93),Corporate,Office Supplies
($5.78),Corporate,Office Supplies
($2.01),Consumer,Office Supplies
($8.13),Consumer,Office Supplies
($16.78),Consumer,Office Supplies
($2.46),Consumer,Office Supplies
"($1,306.55)",Home Office,Office Supplies
($10.62),Consumer,Office Supplies
($9.22),Home Office,Office Supplies
($15.84),Home Office,Office Supplies
($6.57),Home Office,Office Supplies
($2.24),Consumer,Office Supplies
($2.06),Corporate,Office Supplies
($12.80),Consumer,Office Supplies
($33.64),Home Office,Office Supplies
($2.06),Consumer,Office Supplies
($4.52),Consumer,Office Supplies
($459.99),Corporate,Office Supplies
($3.39),Corporate,Office Supplies
($63.11),Consumer,Office Supplies
($6.12),Consumer,Office Supplies
($8.65),Consumer,Office Supplies
($32.51),Home Office,Office Supplies
($3.52),Corporate,Office Supplies
($6.02),Home Office,Office Supplies
($27.93),Corporate,Office Supplies
($1.97),Corporate,Office Supplies
($6.83),Corporate,Office Supplies
($15.20),Consumer,Office Supplies
($12.67),Corporate,Office Supplies
"($1,065.37)",Consumer,Office Supplies
($58.86),Home Office,Office Supplies
($40.18),Consumer,Office Supplies
($6.56),Consumer,Office Supplies
($21.11),Consumer,Office Supplies
($2.53),Consumer,Office Supplies
($4.76),Consumer,Office Supplies
($35.88),Home Office,Office Supplies
($18.45),Consumer,Office Supplies
($4.58),Consumer,Office Supplies
($1.84),Consumer,Office Supplies
($0.79),Consumer,Office Supplies
($2.18),Home Office,Office Supplies
($10.04),Corporate,Office Supplies
($7.32),Consumer,Office Supplies
($21.89),Home Office,Office Supplies
($26.25),Home Office,Office Supplies
($23.72),Consumer,Office Supplies
($7.66),Corporate,Office Supplies
($4.17),Corporate,Office Supplies
($30.16),Home Office,Office Supplies
($16.60),Consumer,Office Supplies
($4.17),Corporate,Office Supplies
($0.99),Corporate,Office Supplies
($14.59),Home Office,Office Supplies
($10.49),Consumer,Office Supplies
($9.85),Consumer,Office Supplies
($5.41),Home Office,Office Supplies
($52.55),Consumer,Office Supplies
($4.91),Consumer,Office Supplies
($4.49),Corporate,Office Supplies
($9.97),Corporate,Office Supplies
($13.94),Consumer,Office Supplies
($17.57),Consumer,Office Supplies
($12.63),Consumer,Office Supplies
($6.30),Corporate,Office Supplies
($51.52),Corporate,Office Supplies
($11.19),Consumer,Office Supplies
($2.73),Corporate,Office Supplies
($3.47),Corporate,Office Supplies
($65.15),Corporate,Office Supplies
($6.54),Consumer,Office Supplies
($24.42),Corporate,Office Supplies
($14.92),Home Office,Office Supplies
($9.18),Home Office,Office Supplies
($1.36),Corporate,Office Supplies
($2.56),Home Office,Office Supplies
($24.66),Consumer,Office Supplies
"($1,237.85)",Consumer,Office Supplies
($3.43),Consumer,Office Supplies
($7.37),Consumer,Office Supplies
($10.49),Corporate,Office Supplies
($4.23),Consumer,Office Supplies
($913.18),Consumer,Office Supplies
($4.65),Corporate,Office Supplies
($1.81),Corporate,Office Supplies
($2.28),Corporate,Office Supplies
($10.04),Consumer,Office Supplies
($29.05),Corporate,Office Supplies
($913.18),Consumer,Office Supplies
($45.24),Consumer,Office Supplies
($29.24),Corporate,Office Supplies
($20.09),Consumer,Office Supplies
($5.94),Corporate,Office Supplies
($2.31),Corporate,Office Supplies
($2.97),Consumer,Office Supplies
($3.81),Consumer,Office Supplies
($3.47),Consumer,Office Supplies
($73.58),Consumer,Office Supplies
($6.03),Consumer,Office Supplies
($58.72),Corporate,Office Supplies
($3.04),Home Office,Office Supplies
($7.92),Home Office,Office Supplies
($20.72),Corporate,Office Supplies
($82.99),Home Office,Office Supplies
($694.29),Consumer,Office Supplies
($7.78),Corporate,Office Supplies
($10.05),Corporate,Office Supplies
($48.39),Consumer,Office Supplies
($3.62),Home Office,Office Supplies
($7.05),Consumer,Office Supplies
($5.72),Consumer,Office Supplies
($2.26),Corporate,Office Supplies
($27.69),Consumer,Office Supplies
($13.82),Consumer,Office Supplies
($3.43),Consumer,Office Supplies
($407.98),Corporate,Office Supplies
($2.63),Consumer,Office Supplies
($2.43),Consumer,Office Supplies
($22.80),Consumer,Office Supplies
($760.98),Home Office,Office Supplies
($4.12),Home Office,Office Supplies
($21.79),Home Office,Office Supplies
($13.63),Consumer,Office Supplies
($18.46),Home Office,Office Supplies
($2.33),Corporate,Office Supplies
($3.60),Corporate,Office Supplies
($1.75),Corporate,Office Supplies
($100.92),Consumer,Office Supplies
($9.26),Corporate,Office Supplies
($0.99),Corporate,Office Supplies
($5.76),Corporate,Office Supplies
($9.29),Consumer,Office Supplies
($4.30),Consumer,Office Supplies
($3.80),Consumer,Office Supplies
($2.00),Consumer,Office Supplies
($4.75),Consumer,Office Supplies
($1.29),Corporate,Office Supplies
($122.39),Consumer,Office Supplies
($4.46),Consumer,Office Supplies
($7.58),Home Office,Office Supplies
($23.89),Home Office,Office Supplies
($7.20),Consumer,Office Supplies
($40.80),Consumer,Office Supplies
($1.43),Consumer,Office Supplies
($2.76),Consumer,Office Supplies
($412.62),Consumer,Office Supplies
($5.98),Corporate,Office Supplies
($7.33),Consumer,Office Supplies
($6.95),Home Office,Office Supplies
($19.98),Consumer,Office Supplies
($14.55),Consumer,Office Supplies
($7.78),Consumer,Office Supplies
($462.86),Consumer,Office Supplies
($2.79),Corporate,Office Supplies
($0.60),Consumer,Office Supplies
($1.53),Consumer,Office Supplies
($6.98),Corporate,Office Supplies
($3.94),Corporate,Office Supplies
($83.21),Consumer,Office Supplies
($1.79),Corporate,Office Supplies
($6.12),Corporate,Office Supplies
($80.18),Corporate,Office Supplies
($2.01),Consumer,Office Supplies
($4.20),Consumer,Office Supplies
($4.76),Home Office,Office Supplies
($7.85),Home Office,Office Supplies
($2.59),Consumer,Office Supplies
($12.21),Consumer,Office Supplies
($18.03),Corporate,Office Supplies
($5.04),Consumer,Office Supplies
($8.61),Home Office,Office Supplies
($1.54),Corporate,Office Supplies
($7.52),Corporate,Office Supplies
($228.74),Consumer,Office Supplies
($5.05),Corporate,Office Supplies
($41.52),Corporate,Office Supplies
($15.44),Corporate,Office Supplies
($2.86),Corporate,Office Supplies
($9.59),Consumer,Office Supplies
($3.39),Home Office,Office Supplies
($1.91),Corporate,Office Supplies
($2.76),Corporate,Office Supplies
($4.58),Corporate,Office Supplies
($1.86),Corporate,Office Supplies
($17.59),Corporate,Office Supplies
($44.94),Corporate,Office Supplies
($1.50),Home Office,Office Supplies
($12.21),Home Office,Office Supplies
($8.13),Consumer,Office Supplies
($27.74),Consumer,Office Supplies
($57.76),Consumer,Office Supplies
($5.60),Consumer,Office Supplies
($2.51),Consumer,Office Supplies
($2.06),Consumer,Office Supplies
($3.86),Corporate,Office Supplies
($8.80),Consumer,Office Supplies
($3.04),Home Office,Office Supplies
($20.56),Corporate,Office Supplies
($7.90),Consumer,Office Supplies
($68.19),Consumer,Office Supplies
($17.05),Corporate,Office Supplies
($14.77),Consumer,Office Supplies
($3.46),Home Office,Office Supplies
($5.49),Home Office,Office Supplies
($7.76),Consumer,Office Supplies
($67.27),Corporate,Office Supplies
($30.56),Consumer,Office Supplies
($5.18),Corporate,Office Supplies
($8.68),Consumer,Office Supplies
($14.97),Consumer,Office Supplies
($46.39),Home Office,Office Supplies
($3.57),Corporate,Office Supplies
($16.38),Corporate,Office Supplies
($6.57),Consumer,Office Supplies
"($1,143.89)",Home Office,Office Supplies
($13.72),Consumer,Office Supplies
($4.75),Consumer,Office Supplies
($22.90),Consumer,Office Supplies
($4.70),Home Office,Office Supplies
($25.65),Corporate,Office Supplies
($5.29),Consumer,Office Supplies
($22.62),Consumer,Office Supplies
($3.04),Consumer,Office Supplies
($53.71),Consumer,Office Supplies
($20.62),Consumer,Office Supplies
($16.47),Home Office,Office Supplies
($320.24),Corporate,Office Supplies
($23.89),Corporate,Office Supplies
($3.24),Consumer,Office Supplies
($18.84),Home Office,Office Supplies
($145.18),Consumer,Office Supplies
($4.46),Consumer,Office Supplies
($3.60),Consumer,Office Supplies
($8.90),Corporate,Office Supplies
($2.99),Consumer,Office Supplies
($69.40),Home Office,Office Supplies
($3.90),Consumer,Office Supplies
"($2,929.48)",Corporate,Office Supplies
($13.83),Consumer,Office Supplies
($8.05),Consumer,Office Supplies
($2.63),Consumer,Office Supplies
($42.46),Home Office,Office Supplies
($23.55),Home Office,Office Supplies
($3.24),Consumer,Office Supplies
($729.91),Corporate,Office Supplies
($38.11),Consumer,Office Supplies
($14.76),Home Office,Office Supplies
($2.69),Corporate,Office Supplies
($13.02),Consumer,Office Supplies
($31.33),Consumer,Office Supplies
($22.14),Corporate,Office Supplies
($5.01),Consumer,Office Supplies
($4.92),Consumer,Office Supplies
($18.87),Consumer,Office Supplies
($14.57),Consumer,Office Supplies
($4.77),Consumer,Office Supplies
($2.88),Corporate,Office Supplies
($18.25),Consumer,Office Supplies
($16.82),Consumer,Office Supplies
($4.58),Corporate,Office Supplies
($164.84),Corporate,Office Supplies
($6.24),Corporate,Office Supplies
($1.34),Corporate,Office Supplies
($2.68),Consumer,Office Supplies
($14.77),Consumer,Office Supplies
($2.76),Consumer,Office Supplies
($4.49),Consumer,Office Supplies
($4.86),Consumer,Office Supplies
