Sales,City,State,Region,Category,Product Name
89.07,Houston,Texas,Central,Furniture,"Sauder Mission Library with Doors, Fruitwood Finish"
175.44,Houston,Texas,Central,Office Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set"
438.34,Houston,Texas,Central,Technology,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
215.54,Philadelphia,Pennsylvania,East,Furniture,Global Deluxe Steno Chair
55.58,Chicago,Illinois,Central,Office Supplies,"Peel & Seel Recycled Catalog Envelopes, Brown"
127.39,Chicago,Illinois,Central,Furniture,Global Highback Leather Tilter in Burgundy
248.43,San Angelo,Texas,Central,Furniture,"Situations Contoured Folding Chairs, 4/Set"
11.65,San Angelo,Texas,Central,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor
85.25,San Angelo,Texas,Central,Furniture,"Global Push Button Manager's Chair, Indigo"
20.64,Pasadena,Texas,Central,Office Supplies,Colorific Watercolor Pencils
148.02,Los Angeles,California,West,Furniture,Electrix Fluorescent Magnifier Lamps & Weighted Base
33.29,Garden City,Kansas,Central,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
204.95,Los Angeles,California,West,Office Supplies,Xerox 1919
526.34,Chicago,Illinois,Central,Furniture,Hon Every-Day Series Multi-Task Chairs
41.96,San Francisco,California,West,Furniture,Magnifier Swing Arm Lamp
451.15,San Francisco,California,West,Furniture,Hon Every-Day Series Multi-Task Chairs
31.50,San Francisco,California,West,Office Supplies,Avery Poly Binder Pockets
30.67,Philadelphia,Pennsylvania,East,Office Supplies,Globe Weis Peel & Seel First Class Envelopes
1079.98,Philadelphia,Pennsylvania,East,Technology,Canon PC940 Copier
161.57,Modesto,California,West,Furniture,Global Low Back Tilter Chair
2.93,Houston,Texas,Central,Office Supplies,UniKeep View Case Binders
18.53,Houston,Texas,Central,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
670.75,Houston,Texas,Central,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
64.96,Chicago,Illinois,Central,Furniture,"Seth Thomas 16"" Steel Case Clock"
41.94,Riverside,California,West,Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack"
11.96,Riverside,California,West,Office Supplies,Xerox 1965
13.12,Riverside,California,West,Office Supplies,Newell 348
535.41,Riverside,California,West,Office Supplies,"Hot File 7-Pocket, Floor Stand"
72.78,Dallas,Texas,Central,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
36.84,Los Angeles,California,West,Office Supplies,Xerox 1881
87.71,Los Angeles,California,West,Office Supplies,Avery 485
562.29,Lakeland,Florida,South,Furniture,BPI Conference Tables
56.52,New York City,New York,East,Furniture,"Eldon 200 Class Desk Accessories, Black"
11.26,Philadelphia,Pennsylvania,East,Office Supplies,Newell 326
284.08,Philadelphia,Pennsylvania,East,Office Supplies,Steel Personal Filing/Posting Tote
18.50,Philadelphia,Pennsylvania,East,Office Supplies,Xerox 196
14.73,San Diego,California,West,Office Supplies,Avery 508
186.54,San Diego,California,West,Office Supplies,"Fellowes Mobile File Cart, Black"
557.73,San Diego,California,West,Furniture,Chromcraft Round Conference Tables
159.97,San Diego,California,West,Technology,Anker Astro 15000mAh USB Portable Charger
471.90,Lawton,Oklahoma,Central,Office Supplies,Honeywell Quietcare HEPA Air Cleaner
3.52,Lawton,Oklahoma,Central,Office Supplies,Nontoxic Chalk
49.12,Salem,Virginia,South,Office Supplies,Easy-staple paper
20.16,Santa Ana,California,West,Office Supplies,Avery File Folder Labels
10.68,Rapid City,South Dakota,Central,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders
141.96,Rapid City,South Dakota,Central,Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
32.48,Seattle,Washington,West,Office Supplies,Acco Perma 4000 Stacking Storage Drawers
20.04,Seattle,Washington,West,Office Supplies,Xerox 1898
13999.96,Seattle,Washington,West,Technology,Canon imageCLASS 2200 Advanced Copier
238.00,Middletown,Connecticut,East,Technology,WD My Passport Ultra 2TB Portable External Hard Drive
61.96,Middletown,Connecticut,East,Office Supplies,Xerox 1988
239.37,Baltimore,Maryland,East,Furniture,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
595.00,San Diego,California,West,Technology,WD My Passport Ultra 2TB Portable External Hard Drive
16.03,Odessa,Texas,Central,Office Supplies,Xerox 1959
199.75,Milford,Connecticut,East,Technology,Microsoft Sculpt Comfort Mouse
227.96,Belleville,New Jersey,East,Furniture,Hon Comfortask Task/Swivel Chairs
293.52,New York City,New York,East,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
307.98,New York City,New York,East,Technology,Nortel Meridian M3904 Professional Digital phone
96.96,San Diego,California,West,Furniture,Contemporary Wood/Metal Frame
117.49,San Diego,California,West,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern
11.95,San Diego,California,West,Office Supplies,Cardinal Holdit Business Card Pockets
512.50,San Diego,California,West,Furniture,O'Sullivan Living Dimensions 3-Shelf Bookcases
863.13,San Francisco,California,West,Furniture,Laminate Occasional Tables
2036.86,Seattle,Washington,West,Furniture,Hon 5100 Series Wood Tables
449.57,Seattle,Washington,West,Furniture,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
108.96,Seattle,Washington,West,Technology,SanDisk Cruzer 64 GB USB Flash Drive
264.18,Jackson,Mississippi,South,Office Supplies,Panasonic KP-150 Electric Pencil Sharpener
2.88,Los Angeles,California,West,Office Supplies,Avery 49
41.90,Los Angeles,California,West,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings
23.92,Los Angeles,California,West,Office Supplies,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
156.51,Chicago,Illinois,Central,Office Supplies,Xerox 1943
128.34,New York City,New York,East,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black"
474.95,Los Angeles,California,West,Technology,Kensington Expert Mouse Optical USB Trackball for PC or Mac
999.98,Des Moines,Washington,West,Technology,Hewlett Packard 610 Color Digital Copier / Printer
277.50,Springfield,Oregon,West,Furniture,Balt Split Level Computer Training Table
1252.70,Philadelphia,Pennsylvania,East,Furniture,"Bevis Oval Conference Table, Walnut"
110.97,Philadelphia,Pennsylvania,East,Technology,"Logitech B530 USBÿHeadsetÿ-ÿheadsetÿ- Full size, Binaural"
22.61,Chicago,Illinois,Central,Furniture,Flat Face Poster Frame
1.89,Chicago,Illinois,Central,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
63.31,Chicago,Illinois,Central,Office Supplies,Xerox 1909
7.82,Chicago,Illinois,Central,Office Supplies,Staple envelope
170.07,Chicago,Illinois,Central,Furniture,"Global Value Steno Chair, Gray"
62.82,New York City,New York,East,Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6? x 11?"
19.44,Rockville,Maryland,East,Office Supplies,Xerox 202
7.38,Rockville,Maryland,East,Office Supplies,GBC Plastic Binding Combs
38.88,New York City,New York,East,Office Supplies,Xerox 1905
187.76,New York City,New York,East,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
6.05,Durham,North Carolina,South,Office Supplies,Avery Durable Binders
98.35,Durham,North Carolina,South,Office Supplies,Belkin 8 Outlet Surge Protector
335.74,Durham,North Carolina,South,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
8.96,Santa Barbara,California,West,Office Supplies,Spiral Phone Message Books with Labels by Adams
89.57,Knoxville,Tennessee,South,Technology,MaxellÿLTO Ultrium - 800 GB
71.96,Knoxville,Tennessee,South,Office Supplies,Model L Table or Wall-Mount Pencil Sharpener
15.55,Knoxville,Tennessee,South,Office Supplies,Xerox 220
10.43,Chicago,Illinois,Central,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
72.78,Chicago,Illinois,Central,Office Supplies,Safco Industrial Wire Shelving System
67.15,New York City,New York,East,Office Supplies,Fellowes Desktop Hanging File Manager
549.98,New York City,New York,East,Technology,Mitel MiVoice 5330e IP Phone
11.82,New York City,New York,East,Furniture,Nu-Dell EZ-Mount Plastic Wall Frames
4643.80,New York City,New York,East,Technology,Zebra ZM400 Thermal Label Printer
577.76,New York City,New York,East,Furniture,Hon 4070 Series Pagoda Round Back Stacking Chairs
191.52,Daytona Beach,Florida,South,Furniture,Bretford CR4500 Series Slim Rectangular Table
2.62,Daytona Beach,Florida,South,Office Supplies,Crayola Colored Pencils
1369.76,Nashville,Tennessee,South,Office Supplies,GBC Ibimaster 500 Manual ProClick Binding System
294.37,Nashville,Tennessee,South,Office Supplies,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
81.57,Nashville,Tennessee,South,Office Supplies,Eureka The Boss Cordless Rechargeable Stick Vac
44.46,Dallas,Texas,Central,Furniture,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
314.09,Dallas,Texas,Central,Office Supplies,"Mini 13-1/2 Capacity Data Binder Rack, Pearl"
6.34,Murfreesboro,Tennessee,South,Office Supplies,"Wilson Jones 1"" Hanging DublLock Ring Binders"
10.48,Murfreesboro,Tennessee,South,Office Supplies,Advantus Motivational Note Cards
2.47,Murfreesboro,Tennessee,South,Office Supplies,Wilson Jones data.warehouse D-Ring Binders with DublLock
3.26,Murfreesboro,Tennessee,South,Office Supplies,Wilson Jones Custom Binder Spines & Labels
4.34,Dallas,Texas,Central,Office Supplies,Colored Push Pins
31.78,Dallas,Texas,Central,Furniture,DAX Natural Wood-Tone Poster Frame
4.93,Dallas,Texas,Central,Office Supplies,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
1.79,Dallas,Texas,Central,Office Supplies,Avery Hidden Tab Dividers for Binding Systems
15.07,Dallas,Texas,Central,Office Supplies,Sterling Rubber Bands by Alliance
12.62,Arlington,Texas,Central,Office Supplies,Akro Stacking Bins
185.88,Pasadena,California,West,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
12.96,Pasadena,California,West,Office Supplies,Xerox 228
189.70,Everett,Massachusetts,East,Office Supplies,Xerox 1939
40.99,Everett,Massachusetts,East,Office Supplies,Xerox 1893
82.64,Troy,New York,East,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
31.02,Troy,New York,East,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black"
89.97,Troy,New York,East,Technology,Logitech Trackman Marble Mouse
35.97,Sandy Springs,Georgia,South,Office Supplies,Bulldog Vacuum Base Pencil Sharpener
1266.86,Sandy Springs,Georgia,South,Furniture,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
169.45,San Jose,California,West,Office Supplies,"File Shuttle II and Handi-File, Black"
40.68,San Jose,California,West,Office Supplies,Tennsco Commercial Shelving
3.33,Jacksonville,Florida,South,Office Supplies,Kleencut Forged Office Shears by Acme United Corporation
933.26,Jacksonville,Florida,South,Furniture,Bush Advantage Collection Racetrack Conference Table
2803.92,Jacksonville,Florida,South,Furniture,HON 5400 Series Task Chairs for Big and Tall
4.77,Jacksonville,Florida,South,Office Supplies,Woodgrain Magazine Files by Perma
6.67,Jacksonville,Florida,South,Office Supplies,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
4.45,Jacksonville,Florida,South,Office Supplies,Prang Drawing Pencil Set
43.94,Jacksonville,Florida,South,Furniture,DAX Wood Document Frame.
23.74,New York City,New York,East,Office Supplies,Wilson Jones Hanging Recycled Pressboard Data Binders
357.00,New York City,New York,East,Technology,WD My Passport Ultra 2TB Portable External Hard Drive
806.34,San Francisco,California,West,Technology,BlackBerry Q10
85.44,San Francisco,California,West,Furniture,"Seth Thomas 14"" Day/Date Wall Clock"
344.91,Columbus,Georgia,South,Office Supplies,Space Solutions HD Industrial Steel Shelving.
70.97,Aurora,Illinois,Central,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge
36.78,Aurora,Illinois,Central,Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener
743.99,Philadelphia,Pennsylvania,East,Technology,ClearOne CHATAttach 160 -ÿspeaker phone
11.21,Chicago,Illinois,Central,Office Supplies,"Performers Binder/Pad Holder, Black"
4.71,Chicago,Illinois,Central,Furniture,Eldon Wave Desk Accessories
180.98,Chicago,Illinois,Central,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator
60.42,Chicago,Illinois,Central,Office Supplies,"Companion Letter/Legal File, Black"
299.99,Seattle,Washington,West,Technology,Hewlett Packard 310 Color Digital Copier
192.16,Seattle,Washington,West,Office Supplies,Xerox 1937
242.62,Seattle,Washington,West,Technology,Grandstream GXP1160 VoIP phone
46.74,Seattle,Washington,West,Office Supplies,Personal File Boxes with Fold-Down Carry Handle
174.95,Seattle,Washington,West,Technology,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
100.70,Seattle,Washington,West,Office Supplies,Avery Legal 4-Ring Binder
368.91,Roseville,Michigan,Central,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
8.02,Roseville,Michigan,Central,Office Supplies,Insertable Tab Post Binder Dividers
171.04,Roseville,Michigan,Central,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame"
19.44,Fayetteville,Arkansas,South,Office Supplies,Xerox 1958
13.09,Jacksonville,North Carolina,South,Office Supplies,Heavy-Duty E-Z-D Binders
122.94,New York City,New York,East,Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector
35.45,New York City,New York,East,Office Supplies,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
19.98,Dover,Delaware,East,Technology,Square Credit Card Reader
69.38,Aurora,Illinois,Central,Furniture,Balt Split Level Computer Training Table
31.68,Aurora,Illinois,Central,Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
2003.17,Aurora,Illinois,Central,Technology,Samsung Galaxy S4
9.34,Aurora,Illinois,Central,Office Supplies,"Quartet Omega Colored Chalk, 12/Pack"
2563.06,New York City,New York,East,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
387.14,El Cajon,California,West,Furniture,Hon Every-Day Chair Series Swivel Task Chairs
3.42,Springfield,Ohio,East,Office Supplies,Newell 320
1085.42,Mount Vernon,New York,East,Office Supplies,"Dual Level, Single-Width Filing Carts"
43.06,Lakewood,Ohio,East,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
3.76,Tampa,Florida,South,Office Supplies,Avery Durable Slant Ring Binders With Label Holder
34.86,Tampa,Florida,South,Office Supplies,Avery Arch Ring Binders
432.46,Tampa,Florida,South,Office Supplies,Standard Rollaway File with Lock
675.06,Columbus,Georgia,South,Office Supplies,Tennsco Double-Tier Lockers
65.23,Jacksonville,North Carolina,South,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
207.00,Jacksonville,North Carolina,South,Furniture,Harbour Creations Steel Folding Chair
600.53,Saint Charles,Illinois,Central,Technology,Star Micronics TSP800 TSP847IIU Receipt Printer
59.90,Saint Charles,Illinois,Central,Office Supplies,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"
637.44,Saint Charles,Illinois,Central,Technology,Enermax Acrylux Wireless Keyboard
51.76,Saint Charles,Illinois,Central,Furniture,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
31.10,Miami,Florida,South,Office Supplies,Xerox 229
47.96,Miami,Florida,South,Office Supplies,Bulldog Vacuum Base Pencil Sharpener
158.93,Miami,Florida,South,Technology,Maxell 4.7GB DVD-R
211.25,Miami,Florida,South,Office Supplies,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
5.55,Miami,Florida,South,Office Supplies,Acco Side-Punched Conventional Columnar Pads
2.95,Miami,Florida,South,Office Supplies,Avery 501
10.33,Troy,Ohio,East,Office Supplies,GBC Plasticlear Binding Covers
18.37,Seattle,Washington,West,Office Supplies,Binder Posts
299.90,New York City,New York,East,Technology,Panasonic KX T7736-B Digital phone
26.55,Arlington,Virginia,South,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
111.98,Arlington,Virginia,South,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
4.93,Charlotte,North Carolina,South,Furniture,Stackable Trays
11.78,Charlotte,North Carolina,South,Office Supplies,Avery 508
7.98,Roseville,California,West,Office Supplies,Economy #2 Pencils
180.96,Detroit,Michigan,Central,Office Supplies,Tyvek Side-Opening Peel & Seel Expanding Envelopes
1649.95,Los Angeles,California,West,Technology,LogitechÿZ-906 Speaker sys - home theater - 5.1-CH
362.35,Los Angeles,California,West,Furniture,"Global Airflow Leather Mesh Back Chair, Black"
73.58,San Francisco,California,West,Technology,Motorola L804
486.37,Bakersfield,California,West,Furniture,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
32.40,Tulsa,Oklahoma,Central,Office Supplies,Xerox 202
41.86,Tulsa,Oklahoma,Central,Office Supplies,Avery Hanging File Binders
77.56,Tulsa,Oklahoma,Central,Office Supplies,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
37.17,San Francisco,California,West,Office Supplies,Newell 325
137.35,Houston,Texas,Central,Office Supplies,Recycled Steel Personal File for Hanging File Folders
376.51,Houston,Texas,Central,Furniture,Bevis Round Conference Room Tables and Bases
62.72,Columbus,Georgia,South,Furniture,Artistic Insta-Plaque
2939.93,Columbus,Georgia,South,Technology,Samsung Galaxy Mega 6.3
512.36,League City,Texas,Central,Furniture,Hon Deluxe Fabric Upholstered Stacking Chairs
3.49,League City,Texas,Central,Office Supplies,Stockwell Push Pins
22.29,League City,Texas,Central,Office Supplies,Fluorescent Highlighters by Dixon
16.03,League City,Texas,Central,Office Supplies,Xerox 195
1.75,Burlington,North Carolina,South,Office Supplies,Pencil and Crayon Sharpener
20.99,Burlington,North Carolina,South,Office Supplies,Newell 321
11.21,New York City,New York,East,Office Supplies,"Personal Folder Holder, Ebony"
45.04,Dallas,Texas,Central,Office Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
15.62,Houston,Texas,Central,Office Supplies,Ibico Recycled Linen-Style Covers
8.74,Long Beach,New York,East,Office Supplies,Disposable Triple-Filter Dust Bags
44.75,Long Beach,New York,East,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
61.68,Hialeah,Florida,South,Office Supplies,"Decoflex Hanging Personal Folder File, Blue"
158.38,Hialeah,Florida,South,Technology,Samsung Rugby III
2.86,Aurora,Illinois,Central,Office Supplies,Avery Poly Binder Pockets
94.19,Aurora,Illinois,Central,Office Supplies,Catalog Binders with Expanding Posts
143.70,Belleville,New Jersey,East,Office Supplies,Xerox 1886
6.48,Belleville,New Jersey,East,Office Supplies,Xerox 217
7.88,New York City,New York,East,Technology,Maxell CD-R Discs
11.21,Andover,Massachusetts,East,Office Supplies,"Personal Folder Holder, Ebony"
354.90,Andover,Massachusetts,East,Furniture,"Situations Contoured Folding Chairs, 4/Set"
17.94,Andover,Massachusetts,East,Office Supplies,Xerox 193
51.80,Andover,Massachusetts,East,Office Supplies,GBC Binding covers
299.52,Newark,Delaware,East,Office Supplies,GBC Twin Loop Wire Binding Elements
7.70,Arlington,Virginia,South,Office Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set
23.92,Decatur,Alabama,South,Office Supplies,Xerox 1983
498.00,Decatur,Alabama,South,Technology,Enermax Acrylux Wireless Keyboard
436.70,Hesperia,California,West,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki"
32.40,Chesapeake,Virginia,South,Office Supplies,Xerox 192
61.44,Los Angeles,California,West,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector
73.36,Huntsville,Alabama,South,Office Supplies,Sterilite Officeware Hinged File Box
59.20,Knoxville,Tennessee,South,Office Supplies,Avery 505
32.95,Knoxville,Tennessee,South,Furniture,DAX Wood Document Frame
218.38,Knoxville,Tennessee,South,Furniture,Global Highback Leather Tilter in Burgundy
31.40,Lawrence,Massachusetts,East,Furniture,"Eldon 200 Class Desk Accessories, Burgundy"
9.48,Lawrence,Massachusetts,East,Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
209.50,Lawrence,Massachusetts,East,Technology,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
24.30,Lawrence,Massachusetts,East,Furniture,"Eldon Im…ge Series Desk Accessories, Clear"
6.48,Lawrence,Massachusetts,East,Office Supplies,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
32.45,Philadelphia,Pennsylvania,East,Furniture,"Career Cubicle Clock, 8 1/4"", Black"
26.39,Philadelphia,Pennsylvania,East,Office Supplies,Wilson Jones Legal Size Ring Binders
373.47,Philadelphia,Pennsylvania,East,Furniture,Bevis 36 x 72 Conference Tables
64.20,Philadelphia,Pennsylvania,East,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
8.00,Philadelphia,Pennsylvania,East,Office Supplies,Advantus Plastic Paper Clips
186.54,Athens,Georgia,South,Furniture,Deflect-o Glass Clear Studded Chair Mats
87.08,Great Falls,Montana,West,Office Supplies,Eldon Simplefile Box Office
105.58,Great Falls,Montana,West,Technology,AT&T SB67148 SynJ
217.44,Great Falls,Montana,West,Technology,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive
31.74,El Paso,Texas,Central,Office Supplies,Newell 319
5.43,El Paso,Texas,Central,Office Supplies,Hoover Commercial SteamVac
913.43,El Paso,Texas,Central,Furniture,"Bevis Oval Conference Table, Walnut"
372.14,El Paso,Texas,Central,Office Supplies,"Dual Level, Single-Width Filing Carts"
751.98,Kissimmee,Florida,South,Technology,Samsung Galaxy S4 Mini
604.77,Seattle,Washington,West,Technology,Mitel 5320 IP Phone VoIP phone
27.36,Santa Clara,California,West,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
20.56,Santa Clara,California,West,Office Supplies,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
83.92,Santa Clara,California,West,Office Supplies,Avery Legal 4-Ring Binder
902.71,Los Angeles,California,West,Furniture,Bretford Rectangular Conference Table Tops
120.67,Fresno,California,West,Furniture,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
4.98,Fort Worth,Texas,Central,Office Supplies,GBC Standard Therm-A-Bind Covers
82.26,Seattle,Washington,West,Furniture,Howard Miller Distant Time Traveler Alarm Clock
29.74,San Francisco,California,West,Office Supplies,Acco Perma 2700 Stacking Storage Drawers
87.36,San Francisco,California,West,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor
56.16,San Francisco,California,West,Office Supplies,Fellowes Binding Cases
64.38,Pompano Beach,Florida,South,Office Supplies,APC 7 Outlet Network SurgeArrest Surge Protector
64.78,Houston,Texas,Central,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit"
15.55,Houston,Texas,Central,Office Supplies,Xerox 1957
223.89,Houston,Texas,Central,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
10.90,Chicago,Illinois,Central,Office Supplies,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
84.78,San Francisco,California,West,Technology,i.Sound Portable Power - 8000 mAh
241.50,Houston,Texas,Central,Furniture,Harbour Creations Steel Folding Chair
59.97,Shelton,Connecticut,East,Technology,Micropad Numeric Keypads
13.36,Shelton,Connecticut,East,Office Supplies,Xerox 1959
11.81,Oakland,California,West,Office Supplies,Pressboard Hanging Data Binders for Unburst Sheets
16.24,Manchester,Connecticut,East,Office Supplies,Acco Perma 4000 Stacking Storage Drawers
77.55,Manchester,Connecticut,East,Office Supplies,"Personal Filing Tote with Lid, Black/Gray"
76.12,Orange,New Jersey,East,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector
17.18,Akron,Ohio,East,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes"
11.76,Los Angeles,California,West,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
27.46,Danbury,Connecticut,East,Furniture,DAX Wood Document Frame
137.94,Franklin,Massachusetts,East,Technology,Jensen SMPS-640 -ÿspeaker phone
111.15,Franklin,Massachusetts,East,Furniture,"Executive Impressions 14"""
901.95,Franklin,Massachusetts,East,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
366.01,Franklin,Massachusetts,East,Furniture,Chromcraft Round Conference Tables
310.69,Wilmington,North Carolina,South,Office Supplies,Xerox 1913
7.68,Houston,Texas,Central,Office Supplies,GBC VeloBinder Strips
155.37,Springfield,Ohio,East,Furniture,Office Star Flex Back Scooter Chair with White Frame
10.74,Glendale,Arizona,West,Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black"
232.40,New York City,New York,East,Office Supplies,Avery Arch Ring Binders
164.65,New York City,New York,East,Furniture,"Global Armless Task Chair, Royal Blue"
22.68,New York City,New York,East,Office Supplies,Xerox 188
105.52,Los Angeles,California,West,Office Supplies,Xerox 1883
83.92,Newark,Delaware,East,Furniture,36X48 HARDFLOOR CHAIRMAT
141.90,Newark,Delaware,East,Technology,Maxell 4.7GB DVD-R
39.98,Newark,Delaware,East,Furniture,Tensor Track Tree Floor Lamp
28.91,Newark,Delaware,East,Office Supplies,Newell 325
174.95,Newark,Delaware,East,Office Supplies,Hunt Boston Vacuum Mount KS Pencil Sharpener
110.53,San Bernardino,California,West,Office Supplies,GBC Recycled Grain Textured Covers
630.02,Burlington,North Carolina,South,Furniture,Hon Racetrack Conference Tables
27.86,Salem,Virginia,South,Office Supplies,4009 Highlighters by Sanford
933.41,Dallas,Texas,Central,Furniture,"Bevis Traditional Conference Table Top, Plinth Base"
51.84,Arlington,Texas,Central,Office Supplies,Xerox 214
165.60,Arlington,Texas,Central,Technology,WD My Passport Ultra 1TB Portable External Hard Drive
106.32,Marion,Iowa,Central,Office Supplies,Easy-staple paper
147.92,Seattle,Washington,West,Office Supplies,"GBC Velobind Prepunched Cover Sets, Regency Series"
104.28,Seattle,Washington,West,Office Supplies,Home/Office Personal File Carts
286.85,Seattle,Washington,West,Furniture,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"
66.96,Seattle,Washington,West,Office Supplies,Rogers Profile Extra Capacity Storage Tub
199.98,Seattle,Washington,West,Technology,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
45.00,Lakewood,New Jersey,East,Technology,Imationÿ8gb Micro Traveldrive Usb 2.0ÿFlash Drive
17.90,Lakewood,New Jersey,East,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes"
40.48,Lakewood,New Jersey,East,Furniture,DAX Two-Tone Silver Metal Document Frame
2154.90,Lakewood,New Jersey,East,Furniture,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish"
18.43,Cincinnati,Ohio,East,Office Supplies,GBC VeloBinder Strips
10.94,Thornton,Colorado,West,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
4.36,Roseville,Michigan,Central,Office Supplies,Staple remover
62.35,Tempe,Arizona,West,Technology,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
303.92,Reading,Pennsylvania,East,Furniture,"Eldon ""L"" Workstation Diamond Chairmat"
129.30,Apple Valley,Minnesota,Central,Office Supplies,Space Solutions Commercial Steel Shelving
